Timestamp,Occupancy,Capacity,QueueLength,Traffic,IsSpecialDay,VehicleType,SystemCodeNumber,Price
2016-10-07 16:30:00,132,577,2,1,0,1.75,BHMBCCMKT01,11.127143963954452
2016-10-08 07:57:00,58,577,1,1,0,1.75,BHMBCCMKT01,10.920552041533318
2016-10-08 08:30:00,61,577,2,2,0,1.75,BHMBCCMKT01,10.67163746833841
2016-10-08 08:57:00,75,577,1,1,0,2.5,BHMBCCMKT01,11.311567535725828
2016-10-08 09:30:00,104,577,2,1,0,1.75,BHMBCCMKT01,11.073068086824989
2016-10-08 10:04:00,158,577,3,1,0,1.75,BHMBCCMKT01,11.241034382725077
2016-10-08 10:30:00,191,577,3,2,0,2.5,BHMBCCMKT01,11.344564856668093
2016-10-08 10:57:00,223,577,4,2,0,2.5,BHMBCCMKT01,11.470042963395032
2016-10-08 11:30:00,254,577,4,2,0,1.75,BHMBCCMKT01,11.17172897285303
2016-10-08 12:04:00,306,577,7,3,0,1.75,BHMBCCMKT01,11.144801393221215
2016-10-08 12:30:00,320,577,8,3,0,1.75,BHMBCCMKT01,11.235516436079214
2016-10-08 13:04:00,348,577,7,3,0,1.75,BHMBCCMKT01,11.225915208915412
2016-10-08 13:30:00,357,577,7,3,0,1.75,BHMBCCMKT01,11.243296740849882
2016-10-08 14:03:00,395,577,4,2,0,1.0,BHMBCCMKT01,11.085855928176777
2016-10-08 14:30:00,400,577,4,2,0,1.75,BHMBCCMKT01,11.45369604645666
2016-10-08 14:57:00,395,577,4,2,0,1.75,BHMBCCMKT01,11.4440396398264
2016-10-08 15:30:00,406,577,3,2,0,1.75,BHMBCCMKT01,11.401606630119709
2016-10-08 16:04:00,381,577,2,1,0,1.75,BHMBCCMKT01,11.608033014141466
2016-10-08 16:30:00,365,577,2,1,0,2.5,BHMBCCMKT01,11.935316224574253
2016-10-09 08:04:00,42,577,2,1,1,1.75,BHMBCCMKT01,12.545256251941401
2016-10-09 08:30:00,42,577,2,1,1,1.0,BHMBCCMKT01,12.18707254029178
2016-10-09 09:04:00,43,577,2,1,1,1.75,BHMBCCMKT01,12.547187533267454
2016-10-09 09:30:00,43,577,2,1,1,0.5,BHMBCCMKT01,11.950214680518085
2016-10-09 09:57:00,50,577,3,2,1,1.75,BHMBCCMKT01,12.305998085376757
2016-10-09 10:30:00,64,577,5,3,1,0.5,BHMBCCMKT01,11.545031858312317
2016-10-09 11:04:00,100,577,6,2,1,2.5,BHMBCCMKT01,12.95177717620879
2016-10-09 11:30:00,126,577,6,2,1,1.75,BHMBCCMKT01,12.643806779036526
2016-10-09 11:57:00,148,577,6,2,1,1.75,BHMBCCMKT01,12.686294968209676
2016-10-09 12:30:00,170,577,9,3,1,2.5,BHMBCCMKT01,12.959612660445917
2016-10-09 13:04:00,189,577,8,3,1,1.75,BHMBCCMKT01,12.57444618969802
2016-10-09 13:30:00,205,577,9,3,1,1.0,BHMBCCMKT01,12.310840083558501
2016-10-09 14:03:00,208,577,7,3,1,0.5,BHMBCCMKT01,11.950490577850378
2016-10-09 14:30:00,209,577,5,2,1,1.75,BHMBCCMKT01,12.740426024805597
2016-10-09 15:04:00,191,577,3,1,1,1.75,BHMBCCMKT01,12.896694273816456
2016-10-09 15:30:00,180,577,3,1,1,1.75,BHMBCCMKT01,12.875450179229881
2016-10-09 16:03:00,155,577,3,1,1,2.5,BHMBCCMKT01,13.185351857728197
2016-10-09 16:30:00,133,577,2,1,1,1.75,BHMBCCMKT01,12.721002852612157
2016-10-10 08:04:00,54,577,1,1,0,1.0,BHMBCCMKT01,10.554643204579488
2016-10-10 08:30:00,56,577,1,1,0,2.5,BHMBCCMKT01,11.274873190530837
2016-10-10 09:04:00,65,577,1,1,0,1.75,BHMBCCMKT01,10.934071010815686
2016-10-10 09:30:00,73,577,2,1,0,1.0,BHMBCCMKT01,10.655014654067747
2016-10-10 10:03:00,92,577,2,1,0,0.5,BHMBCCMKT01,10.452919858162993
2016-10-10 10:30:00,113,577,4,2,0,0.5,BHMBCCMKT01,10.302445453130291
2016-10-10 10:57:00,144,577,3,2,0,1.75,BHMBCCMKT01,10.895610922694015
2016-10-10 11:30:00,149,577,4,2,0,1.75,BHMBCCMKT01,10.968944433617542
2016-10-10 11:57:00,159,577,4,2,0,1.75,BHMBCCMKT01,10.988257246878065
2016-10-10 12:30:00,171,577,6,3,0,1.75,BHMBCCMKT01,10.820401309910894
2016-10-10 13:04:00,176,577,5,2,0,2.5,BHMBCCMKT01,11.442949845363842
2016-10-10 13:30:00,172,577,6,3,0,1.75,BHMBCCMKT01,10.822332591236945
2016-10-10 14:03:00,161,577,5,3,0,1.75,BHMBCCMKT01,10.737411392357107
2016-10-10 14:30:00,154,577,3,2,0,1.75,BHMBCCMKT01,10.914923735954538
2016-10-10 14:57:00,137,577,4,2,0,1.75,BHMBCCMKT01,10.945769057704915
2016-10-10 15:30:00,129,577,1,1,0,1.0,BHMBCCMKT01,10.699489304033406
2016-10-10 15:57:00,130,577,3,2,0,1.75,BHMBCCMKT01,10.868572984129283
2016-10-10 16:30:00,114,577,2,1,0,2.5,BHMBCCMKT01,11.450564611735135
2016-10-11 08:04:00,56,577,1,2,0,1.0,BHMBCCMKT01,10.240120245765262
2016-10-11 08:30:00,64,577,1,1,0,1.75,BHMBCCMKT01,10.93213972948963
2016-10-11 08:57:00,74,577,1,1,0,2.5,BHMBCCMKT01,11.309636254399777
2016-10-11 09:30:00,93,577,2,1,0,1.0,BHMBCCMKT01,10.693640280588792
2016-10-11 09:57:00,129,577,2,2,0,1.0,BHMBCCMKT01,10.444780886860343
2016-10-11 10:30:00,167,577,3,2,0,1.75,BHMBCCMKT01,10.940030393193217
2016-10-11 10:57:00,200,577,3,2,0,1.75,BHMBCCMKT01,11.003762676952942
2016-10-11 11:30:00,219,577,5,2,0,1.75,BHMBCCMKT01,11.167811230734468
2016-10-11 12:03:00,225,577,7,3,0,1.75,BHMBCCMKT01,10.988367605810982
2016-10-11 12:30:00,221,577,8,3,0,0.5,BHMBCCMKT01,10.447346732050669
2016-10-11 13:04:00,217,577,6,3,0,0.5,BHMBCCMKT01,10.312267398159928
2016-10-11 13:31:00,217,577,6,3,0,0.5,BHMBCCMKT01,10.312267398159928
2016-10-11 14:04:00,208,577,4,2,0,1.0,BHMBCCMKT01,10.724706320205005
2016-10-11 14:30:00,191,577,3,2,0,1.75,BHMBCCMKT01,10.986381145018472
2016-10-11 15:03:00,167,577,2,1,0,1.0,BHMBCCMKT01,10.83655509871666
2016-10-11 15:33:00,159,577,2,1,0,1.75,BHMBCCMKT01,11.179288559757863
2016-10-11 16:01:00,150,577,1,1,0,1.0,BHMBCCMKT01,10.740046211880506
2016-10-11 16:26:00,127,577,2,1,0,1.75,BHMBCCMKT01,11.117487557324191
2016-10-12 08:04:00,51,577,1,1,0,1.0,BHMBCCMKT01,10.54884936060133
2016-10-12 08:31:00,57,577,2,1,0,1.75,BHMBCCMKT01,10.982297864500532
2016-10-12 09:03:00,64,577,1,1,0,1.0,BHMBCCMKT01,10.57395601784001
2016-10-12 09:26:00,73,577,1,1,0,1.75,BHMBCCMKT01,10.949521261424103
2016-10-12 10:01:00,99,577,3,2,0,1.75,BHMBCCMKT01,10.808703263021663
2016-10-12 10:31:00,112,577,3,2,0,1.0,BHMBCCMKT01,10.47562620861072
2016-10-12 11:04:00,127,577,4,2,0,1.0,BHMBCCMKT01,10.568272532794772
2016-10-12 11:31:00,128,577,4,2,0,1.75,BHMBCCMKT01,10.928387525770445
2016-10-12 12:04:00,143,577,6,3,0,1.75,BHMBCCMKT01,10.766325432781429
2016-10-12 12:31:00,158,577,5,2,0,1.75,BHMBCCMKT01,11.05000306984528
2016-10-12 13:04:00,157,577,6,3,0,1.0,BHMBCCMKT01,10.43517965969654
2016-10-12 13:34:00,164,577,6,3,0,1.75,BHMBCCMKT01,10.806882340628528
2016-10-12 14:03:00,167,577,5,3,0,1.0,BHMBCCMKT01,10.390815368663798
2016-10-12 14:34:00,159,577,4,2,0,1.0,BHMBCCMKT01,10.630073535228444
2016-10-12 15:01:00,140,577,2,1,0,1.75,BHMBCCMKT01,11.142594214562871
2016-10-12 15:30:00,128,577,2,1,0,2.5,BHMBCCMKT01,11.477602550299865
2016-10-12 15:57:00,121,577,2,1,0,1.75,BHMBCCMKT01,11.105899869367876
2016-10-12 16:31:00,111,577,2,2,0,0.5,BHMBCCMKT01,10.171228681891654
2016-10-13 07:57:00,58,577,2,1,0,1.75,BHMBCCMKT01,10.984229145826585
2016-10-13 08:31:00,65,577,1,1,0,1.75,BHMBCCMKT01,10.934071010815686
2016-10-13 09:04:00,76,577,2,1,0,1.75,BHMBCCMKT01,11.018992209695526
2016-10-13 09:31:00,97,577,2,1,0,0.5,BHMBCCMKT01,10.462576264793253
2016-10-13 09:57:00,127,577,2,1,0,1.0,BHMBCCMKT01,10.759303845674568
2016-10-13 10:31:00,166,577,4,2,0,1.75,BHMBCCMKT01,11.00177621616043
2016-10-13 11:04:00,200,577,4,2,0,2.5,BHMBCCMKT01,11.425623492895829
2016-10-13 11:31:00,220,577,4,2,0,1.75,BHMBCCMKT01,11.106065407767254
2016-10-13 11:57:00,230,577,4,2,0,1.75,BHMBCCMKT01,11.125378221027775
2016-10-13 12:31:00,231,577,7,3,0,0.5,BHMBCCMKT01,10.402982441017926
2016-10-13 13:04:00,214,577,6,3,0,1.75,BHMBCCMKT01,10.903446406931142
2016-10-13 13:31:00,203,577,6,3,0,0.5,BHMBCCMKT01,10.285229459595195
2016-10-13 13:57:00,205,577,5,2,0,1.75,BHMBCCMKT01,11.140773292169735
2016-10-13 14:31:00,181,577,4,2,0,2.5,BHMBCCMKT01,11.388929147700837
2016-10-13 15:04:00,162,577,2,1,0,1.75,BHMBCCMKT01,11.18508240373602
2016-10-13 15:31:00,144,577,2,1,0,0.5,BHMBCCMKT01,10.55334648711771
2016-10-13 16:04:00,132,577,2,1,0,1.75,BHMBCCMKT01,11.127143963954452
2016-10-13 16:31:00,130,577,2,1,0,1.75,BHMBCCMKT01,11.123281401302346
2016-10-14 08:01:00,53,577,1,1,0,1.75,BHMBCCMKT01,10.910895634903056
2016-10-14 08:27:00,57,577,1,1,0,1.75,BHMBCCMKT01,10.918620760207267
2016-10-14 09:01:00,67,577,2,2,0,1.75,BHMBCCMKT01,10.683225156294725
2016-10-14 09:27:00,100,577,2,1,0,1.75,BHMBCCMKT01,11.065342961520779
2016-10-14 10:01:00,134,577,2,1,0,1.75,BHMBCCMKT01,11.131006526606557
2016-10-14 10:27:00,157,577,3,1,0,1.75,BHMBCCMKT01,11.239103101399026
2016-10-14 11:01:00,205,577,5,2,0,1.75,BHMBCCMKT01,11.140773292169735
2016-10-14 11:27:00,220,577,5,2,0,1.75,BHMBCCMKT01,11.16974251206052
2016-10-14 12:01:00,224,577,7,3,0,1.75,BHMBCCMKT01,10.986436324484929
2016-10-14 12:27:00,213,577,5,2,0,1.0,BHMBCCMKT01,10.798039831128532
2016-10-14 13:01:00,205,577,6,3,0,2.5,BHMBCCMKT01,11.244248586646293
2016-10-14 13:27:00,201,577,7,3,0,1.75,BHMBCCMKT01,10.942016853985727
2016-10-14 14:01:00,182,577,4,2,0,1.0,BHMBCCMKT01,10.674493005727646
2016-10-14 14:34:00,174,577,3,2,0,1.0,BHMBCCMKT01,10.595365650825961
2016-10-14 15:01:00,171,577,2,1,0,1.75,BHMBCCMKT01,11.20246393567049
2016-10-14 15:27:00,161,577,2,1,0,1.0,BHMBCCMKT01,10.824967410760348
2016-10-14 16:01:00,138,577,1,1,0,1.75,BHMBCCMKT01,11.0750545476175
2016-10-14 16:34:00,134,577,2,1,0,1.75,BHMBCCMKT01,11.131006526606557
2016-10-15 08:01:00,53,577,1,1,0,1.0,BHMBCCMKT01,10.552711923253435
2016-10-15 08:34:00,63,577,1,1,0,1.75,BHMBCCMKT01,10.930208448163581
2016-10-15 09:01:00,77,577,2,1,0,1.75,BHMBCCMKT01,11.020923491021577
2016-10-15 09:27:00,101,577,2,1,0,1.75,BHMBCCMKT01,11.067274242846832
2016-10-15 10:01:00,154,577,3,1,0,1.75,BHMBCCMKT01,11.233309257420869
2016-10-15 10:27:00,171,577,3,1,0,1.75,BHMBCCMKT01,11.266141039963758
2016-10-15 11:01:00,211,577,4,2,0,1.75,BHMBCCMKT01,11.088683875832784
2016-10-15 11:27:00,239,577,4,2,0,1.75,BHMBCCMKT01,11.142759752962245
2016-10-15 12:01:00,276,577,8,3,0,1.75,BHMBCCMKT01,11.150540057732915
2016-10-15 12:27:00,297,577,8,3,0,1.75,BHMBCCMKT01,11.191096965580012
2016-10-15 13:01:00,332,577,7,3,0,1.75,BHMBCCMKT01,11.195014707698574
2016-10-15 13:34:00,352,577,8,3,0,1.75,BHMBCCMKT01,11.297317438512886
2016-10-15 14:01:00,391,577,6,3,0,1.75,BHMBCCMKT01,11.245283201642394
2016-10-15 14:27:00,409,577,4,2,0,1.75,BHMBCCMKT01,11.471077578391132
2016-10-15 15:01:00,442,577,3,1,0,1.75,BHMBCCMKT01,11.789518279323921
2016-10-15 15:27:00,428,577,3,1,0,1.0,BHMBCCMKT01,11.404296629109567
2016-10-15 16:01:00,412,577,2,1,0,1.75,BHMBCCMKT01,11.667902735249086
2016-10-15 16:27:00,393,577,2,1,0,1.0,BHMBCCMKT01,11.273024678404472
2016-10-16 08:04:00,48,577,2,1,1,1.75,BHMBCCMKT01,12.556843939897714
2016-10-16 08:27:00,48,577,2,1,1,1.0,BHMBCCMKT01,12.198660228248093
2016-10-16 09:01:00,55,577,2,1,1,1.75,BHMBCCMKT01,12.570362909180082
2016-10-16 09:27:00,57,577,2,1,1,1.75,BHMBCCMKT01,12.574225471832186
2016-10-16 10:04:00,57,577,4,1,1,1.75,BHMBCCMKT01,12.701579680418718
2016-10-16 10:34:00,56,577,3,2,1,1.0,BHMBCCMKT01,11.959402061683448
2016-10-16 11:01:00,56,577,5,2,1,1.0,BHMBCCMKT01,12.086756270269978
2016-10-16 11:27:00,56,577,4,2,1,2.5,BHMBCCMKT01,12.739446589275957
2016-10-16 12:01:00,65,577,8,3,1,1.75,BHMBCCMKT01,12.33496730526754
2016-10-16 12:27:00,105,577,9,3,1,1.0,BHMBCCMKT01,12.117711950953273
2016-10-16 13:01:00,131,577,8,3,1,1.75,BHMBCCMKT01,12.46243187278699
2016-10-16 13:27:00,146,577,6,2,1,1.75,BHMBCCMKT01,12.68243240555757
2016-10-16 14:01:00,170,577,7,3,1,1.0,BHMBCCMKT01,12.115891028560139
2016-10-16 14:27:00,180,577,5,2,1,1.75,BHMBCCMKT01,12.684418866350082
2016-10-16 15:01:00,192,577,3,1,1,1.75,BHMBCCMKT01,12.898625555142509
2016-10-16 15:31:00,185,577,3,1,1,1.0,BHMBCCMKT01,12.52692287421052
2016-10-16 15:57:00,173,577,3,1,1,0.5,BHMBCCMKT01,12.264958357198147
2016-10-16 16:31:00,154,577,3,2,1,1.75,BHMBCCMKT01,12.506851343286192
2016-10-17 08:01:00,50,577,2,1,0,1.0,BHMBCCMKT01,10.610595183568545
2016-10-17 08:27:00,54,577,1,1,0,1.0,BHMBCCMKT01,10.554643204579488
2016-10-17 09:01:00,66,577,1,1,0,1.75,BHMBCCMKT01,10.936002292141737
2016-10-17 09:27:00,76,577,2,1,0,2.5,BHMBCCMKT01,11.377175921345145
2016-10-17 10:04:00,112,577,3,2,0,1.75,BHMBCCMKT01,10.833809920260343
2016-10-17 10:31:00,119,577,5,3,0,1.0,BHMBCCMKT01,10.298113865013288
2016-10-17 11:04:00,144,577,6,3,0,1.75,BHMBCCMKT01,10.768256714107483
2016-10-17 11:31:00,153,577,6,3,0,1.75,BHMBCCMKT01,10.785638246041954
2016-10-17 12:04:00,159,577,7,3,0,1.75,BHMBCCMKT01,10.860903038291534
2016-10-17 12:31:00,154,577,7,3,0,1.75,BHMBCCMKT01,10.85124663166127
2016-10-17 12:57:00,154,577,6,3,0,1.75,BHMBCCMKT01,10.787569527368007
2016-10-17 13:31:00,157,577,6,3,0,1.0,BHMBCCMKT01,10.43517965969654
2016-10-17 14:04:00,161,577,3,2,0,1.75,BHMBCCMKT01,10.928442705236902
2016-10-17 14:31:00,147,577,4,3,0,1.75,BHMBCCMKT01,10.646696349499107
2016-10-17 14:57:00,133,577,4,2,0,1.0,BHMBCCMKT01,10.579860220751085
2016-10-17 15:31:00,121,577,2,1,0,1.0,BHMBCCMKT01,10.747716157718255
2016-10-17 15:57:00,115,577,1,1,0,1.75,BHMBCCMKT01,11.030635077118298
2016-10-17 16:28:00,110,577,2,1,0,2.5,BHMBCCMKT01,11.442839486430925
2016-10-18 08:01:00,57,577,2,1,0,1.0,BHMBCCMKT01,10.62411415285091
2016-10-18 08:28:00,60,577,2,1,0,1.75,BHMBCCMKT01,10.988091708478688
2016-10-18 09:01:00,72,577,1,1,0,1.75,BHMBCCMKT01,10.947589980098051
2016-10-18 09:28:00,91,577,2,1,0,1.0,BHMBCCMKT01,10.689777717936689
2016-10-18 10:01:00,145,577,3,1,0,1.75,BHMBCCMKT01,11.215927725486399
2016-10-18 10:28:00,178,577,2,1,0,1.75,BHMBCCMKT01,11.215982904952856
2016-10-18 11:01:00,220,577,5,2,0,1.0,BHMBCCMKT01,10.811558800410896
2016-10-18 11:27:00,228,577,5,2,0,1.75,BHMBCCMKT01,11.185192762668938
2016-10-18 12:01:00,231,577,7,3,0,0.5,BHMBCCMKT01,10.402982441017926
2016-10-18 12:27:00,224,577,7,3,0,2.5,BHMBCCMKT01,11.344620036134552
2016-10-18 13:01:00,237,577,6,3,0,2.5,BHMBCCMKT01,11.306049589079965
2016-10-18 13:28:00,227,577,6,3,0,1.75,BHMBCCMKT01,10.928553064169822
2016-10-18 13:54:00,226,577,6,3,0,1.0,BHMBCCMKT01,10.568438071194146
2016-10-18 14:27:00,200,577,3,2,0,0.5,BHMBCCMKT01,10.406789824203573
2016-10-18 15:01:00,165,577,3,1,0,1.75,BHMBCCMKT01,11.254553352007443
2016-10-18 15:27:00,157,577,2,1,0,0.5,BHMBCCMKT01,10.578453144356388
2016-10-18 15:55:00,149,577,2,1,0,1.75,BHMBCCMKT01,11.159975746497341
2016-10-18 16:27:00,124,577,2,1,0,1.75,BHMBCCMKT01,11.111693713346034
2016-10-19 08:05:00,49,577,2,1,0,1.75,BHMBCCMKT01,10.966847613892114
2016-10-19 08:25:00,51,577,1,1,0,1.75,BHMBCCMKT01,10.907033072250954
2016-10-19 08:58:00,59,577,2,1,0,1.75,BHMBCCMKT01,10.986160427152637
2016-10-19 09:32:00,76,577,2,1,0,1.0,BHMBCCMKT01,10.660808498045904
2016-10-19 09:58:00,105,577,2,1,0,1.75,BHMBCCMKT01,11.074999368151042
2016-10-19 10:25:00,135,577,3,1,0,1.75,BHMBCCMKT01,11.196614912225876
2016-10-19 10:59:00,156,577,3,2,0,1.75,BHMBCCMKT01,10.918786298606642
2016-10-19 11:25:00,177,577,4,2,0,1.75,BHMBCCMKT01,11.023020310747004
2016-10-19 11:59:00,181,577,6,3,0,1.75,BHMBCCMKT01,10.839714123171415
2016-10-19 12:25:00,171,577,7,3,0,0.5,BHMBCCMKT01,10.28710556145479
2016-10-19 12:58:00,165,577,7,3,0,1.75,BHMBCCMKT01,10.872490726247847
2016-10-19 13:25:00,167,577,6,3,0,1.0,BHMBCCMKT01,10.454492472957062
2016-10-19 13:58:00,161,577,5,2,0,1.75,BHMBCCMKT01,11.055796913823436
2016-10-19 14:32:00,156,577,3,2,0,1.75,BHMBCCMKT01,10.918786298606642
2016-10-19 14:58:00,144,577,4,2,0,0.5,BHMBCCMKT01,10.36231517423791
2016-10-19 15:32:00,127,577,1,1,0,1.75,BHMBCCMKT01,11.053810453030925
2016-10-19 15:59:00,117,577,2,1,0,1.0,BHMBCCMKT01,10.739991032414046
2016-10-19 16:25:00,110,577,2,1,0,1.75,BHMBCCMKT01,11.084655774781302
2016-10-22 07:59:00,57,577,2,2,0,2.5,BHMBCCMKT01,11.022096054683823
2016-10-22 08:26:00,59,577,1,2,0,1.75,BHMBCCMKT01,10.60409780139304
2016-10-22 08:59:00,72,577,1,1,0,2.5,BHMBCCMKT01,11.305773691747671
2016-10-22 09:26:00,93,577,2,1,0,1.75,BHMBCCMKT01,11.051823992238415
2016-10-22 09:59:00,130,577,2,1,0,1.75,BHMBCCMKT01,11.123281401302346
2016-10-22 10:26:00,156,577,3,1,0,1.75,BHMBCCMKT01,11.237171820072973
2016-10-22 10:59:00,198,577,4,2,0,2.5,BHMBCCMKT01,11.421760930243725
2016-10-22 11:32:00,239,577,4,2,0,1.75,BHMBCCMKT01,11.142759752962245
2016-10-22 11:59:00,261,577,5,2,0,1.75,BHMBCCMKT01,11.248925046428662
2016-10-22 12:32:00,324,577,8,3,0,1.75,BHMBCCMKT01,11.243241561383424
2016-10-22 12:59:00,359,577,8,3,0,1.75,BHMBCCMKT01,11.310836407795254
2016-10-22 13:32:00,380,577,7,3,0,0.5,BHMBCCMKT01,10.690743358599715
2016-10-22 13:59:00,408,577,5,2,0,1.0,BHMBCCMKT01,11.174639689708723
